~,rssi,remrssi,x,y,z,home_x,home_y,home_z,dist
2024/7/17 18:55,78,68,-44.5286,-35.22992,7.332505,-35.86579,-37.35595,17.19548,13.29821629
2024/7/17 18:55,76,63,-45.467099,-35.258252,7.3212444,-35.86579,-37.35595,17.19548,13.93147516
2024/7/17 18:55,77,65,-46.405598,-35.286584,7.3099838,-35.86579,-37.35595,17.19548,14.59770062
2024/7/17 18:55,79,67,-47.344097,-35.314916,7.2987232,-35.86579,-37.35595,17.19548,15.29258469
2024/7/17 18:55,80,67,-48.282596,-35.343248,7.2874626,-35.86579,-37.35595,17.19548,16.01239674
2024/7/17 18:55,80,67,-49.221095,-35.37158,7.276202,-35.86579,-37.35595,17.19548,16.75392408
2024/7/17 18:55,80,67,-50.159594,-35.399912,7.2649414,-35.86579,-37.35595,17.19548,17.51440876
2024/7/17 18:55,79,67,-51.098093,-35.428244,7.2536808,-35.86579,-37.35595,17.19548,18.29148645
2024/7/17 18:55,77,66,-52.036592,-35.456576,7.2424202,-35.86579,-37.35595,17.19548,19.0831302
2024/7/17 18:55,76,65,-52.975091,-35.484908,7.2311596,-35.86579,-37.35595,17.19548,19.88760066
2024/7/17 18:56,75,63,-53.91359,-35.51324,7.219899,-35.86579,-37.35595,17.19548,20.70340265
2024/7/17 18:56,85,64,-53.96337429,-34.57932143,7.224220429,-35.86579,-37.35595,17.19548,20.84845895
2024/7/17 18:56,81,69,-54.01315857,-33.64540286,7.228541857,-35.86579,-37.35595,17.19548,21.03413897
2024/7/17 18:56,75,69,-54.06294286,-32.71148429,7.232863286,-35.86579,-37.35595,17.19548,21.2593783
2024/7/17 18:56,68,69,-54.11272714,-31.77756571,7.237184714,-35.86579,-37.35595,17.19548,21.52293501
2024/7/17 18:56,71,54,-54.16251143,-30.84364714,7.241506143,-35.86579,-37.35595,17.19548,21.82342088
2024/7/17 18:56,75,60,-54.21229571,-29.90972857,7.245827571,-35.86579,-37.35595,17.19548,22.15933368
2024/7/17 18:56,82,67,-54.26208,-28.97581,7.250149,-35.86579,-37.35595,17.19548,22.52908877
2024/7/17 18:56,82,69,-54.33568333,-28.20763333,7.246607,-35.86579,-37.35595,17.19548,22.8868681
2024/7/17 18:56,83,69,-54.40928667,-27.43945667,7.243065,-35.86579,-37.35595,17.19548,23.26475173
2024/7/17 18:56,84,71,-54.48289,-26.67128,7.239523,-35.86579,-37.35595,17.19548,23.66177646
2024/7/17 18:56,82,72,-54.5501575,-25.4676775,7.21083125,-35.86579,-37.35595,17.19548,24.29258781
2024/7/17 18:56,81,70,-54.617425,-24.264075,7.1821395,-35.86579,-37.35595,17.19548,24.9657364
2024/7/17 18:56,83,70,-54.6846925,-23.0604725,7.15344775,-35.86579,-37.35595,17.19548,25.67789283
2024/7/17 18:56,80,71,-54.75196,-21.85687,7.124756,-35.86579,-37.35595,17.19548,26.42590358
2024/7/17 18:56,81,68,-54.85056333,-21.07687,7.151789333,-35.86579,-37.35595,17.19548,26.95006097
2024/7/17 18:56,80,68,-54.94916667,-20.29687,7.178822667,-35.86579,-37.35595,17.19548,27.48674043
2024/7/17 18:56,80,68,-55.04777,-19.51687,7.205856,-35.86579,-37.35595,17.19548,28.03522284
2024/7/17 18:56,80,68,-55.015805,-18.36849,7.209529,-35.86579,-37.35595,17.19548,28.7570153
2024/7/17 18:56,79,68,-54.98384,-17.22011,7.213202,-35.86579,-37.35595,17.19548,29.50589369
2024/7/17 18:56,78,66,-54.46893667,-16.96534,7.217619,-35.86579,-37.35595,17.19548,29.3498169
2024/7/17 18:56,89,64,-53.95403333,-16.71057,7.222036,-35.86579,-37.35595,17.19548,29.20420941
2024/7/17 18:56,92,77,-53.43913,-16.4558,7.226453,-35.86579,-37.35595,17.19548,29.06922854
2024/7/17 18:56,92,78,-52.369165,-16.356135,7.245998,-35.86579,-37.35595,17.19548,28.5016808
2024/7/17 18:56,92,79,-51.2992,-16.25647,7.265543,-35.86579,-37.35595,17.19548,27.96393837
2024/7/17 18:56,92,80,-50.54534,-16.22579667,7.229276667,-35.86579,-37.35595,17.19548,27.59162512
2024/7/17 18:56,92,80,-49.79148,-16.19512333,7.193010333,-35.86579,-37.35595,17.19548,27.23517627
2024/7/17 18:56,92,80,-49.03762,-16.16445,7.156744,-35.86579,-37.35595,17.19548,26.89522259
2024/7/17 18:56,90,80,-47.878345,-16.1164,7.182086,-35.86579,-37.35595,17.19548,26.37589849
2024/7/17 18:56,91,79,-46.71907,-16.06835,7.207428,-35.86579,-37.35595,17.19548,25.89820039
2024/7/17 18:56,90,77,-45.520005,-16.021405,7.2432725,-35.86579,-37.35595,17.19548,25.44431394
2024/7/17 18:56,88,76,-44.32094,-15.97446,7.279117,-35.86579,-37.35595,17.19548,25.03980693
2024/7/17 18:56,86,76,-43.52253667,-15.91908667,7.260654333,-35.86579,-37.35595,17.19548,24.83677999
2024/7/17 18:56,88,75,-42.72413333,-15.86371333,7.242191667,-35.86579,-37.35595,17.19548,24.65808303
2024/7/17 18:56,87,74,-41.92573,-15.80834,7.223729,-35.86579,-37.35595,17.19548,24.50424836
2024/7/17 18:56,86,75,-40.75781,-15.69753,7.2036835,-35.86579,-37.35595,17.19548,24.34861421
2024/7/17 18:56,85,75,-39.58989,-15.58672,7.183638,-35.86579,-37.35595,17.19548,24.24882009
2024/7/17 18:56,88,74,-38.40061,-15.577845,7.197858,-35.86579,-37.35595,17.19548,24.09696279
2024/7/17 18:56,87,74,-37.21133,-15.56897,7.212078,-35.86579,-37.35595,17.19548,24.00315169
2024/7/17 18:56,87,73,-36.95596333,-16.12735,7.218402667,-35.86579,-37.35595,17.19548,23.48156741
2024/7/17 18:56,87,73,-36.70059667,-16.68573,7.224727333,-35.86579,-37.35595,17.19548,22.96455542
2024/7/17 18:56,89,77,-36.44523,-17.24411,7.231052,-35.86579,-37.35595,17.19548,22.45243159
2024/7/17 18:56,93,80,-36.50382,-18.28454,7.230527,-35.86579,-37.35595,17.19548,21.52733263
2024/7/17 18:56,93,81,-36.56241,-19.32497,7.230002,-35.86579,-37.35595,17.19548,20.61340028
2024/7/17 18:56,93,80,-36.51418333,-20.06502667,7.221093,-35.86579,-37.35595,17.19548,19.97210153
2024/7/17 18:56,93,80,-36.46595667,-20.80508333,7.212184,-35.86579,-37.35595,17.19548,19.337983
2024/7/17 18:56,92,81,-36.41773,-21.54514,7.203275,-35.86579,-37.35595,17.19548,18.71177467
2024/7/17 18:56,89,78,-36.3225,-22.687975,7.194489,-35.86579,-37.35595,17.19548,17.75888216
2024/7/17 18:56,89,78,-36.22727,-23.83081,7.185703,-35.86579,-37.35595,17.19548,16.83020248
2024/7/17 18:56,89,78,-36.22667,-24.981645,7.191816,-35.86579,-37.35595,17.19548,15.91624805
2024/7/17 18:56,88,78,-36.22607,-26.13248,7.197929,-35.86579,-37.35595,17.19548,15.03486304
2024/7/17 18:56,86,75,-36.16703333,-26.93371667,7.215601,-35.86579,-37.35595,17.19548,14.43300662
2024/7/17 18:56,84,74,-36.10799667,-27.73495333,7.233273,-35.86579,-37.35595,17.19548,13.85163562
2024/7/17 18:56,87,74,-36.04896,-28.53619,7.250945,-35.86579,-37.35595,17.19548,13.29343801
2024/7/17 18:56,88,74,-35.951375,-29.72996,7.2323495,-35.86579,-37.35595,17.19548,12.54699237
2024/7/17 18:56,95,81,-35.85379,-30.92373,7.213754,-35.86579,-37.35595,17.19548,11.87469798
2024/7/17 18:56,100,85,-35.81841,-31.69410333,7.187238667,-35.86579,-37.35595,17.19548,11.49885417
2024/7/17 18:56,104,89,-35.78303,-32.46447667,7.160723333,-35.86579,-37.35595,17.19548,11.16376737
2024/7/17 18:56,105,92,-35.74765,-33.23485,7.134208,-35.86579,-37.35595,17.19548,10.87320636
